-9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005394345	0.025
0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027418155	0.2
0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004501488	0.025
0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021168155	0.058333333
0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003422619	0.0125
0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034040179	0.214285714
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003385417	0.025
1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004613095	0.025
1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000446429	0.007142857
1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223214	0.003571429
1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001116071	0.010714286
1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000446429	0.007142857
1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0.085714286	0.303571428	0.133333332	0.092857143	0.15	0.146428571	0.058333334	0.100000001	0.0375	0.145833334	0.2	0.025	0.091666665	0.025	0.025	0.082142858	0	0	0
2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223214	0.003571429
2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
